"統一編號","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址"
"60200050","軒龍實業股份有限公司","SHIUAN LONG ENTERPRISES CO., LTD.","彰化縣田中鎮梅州里斗中路一段320巷76號","No. 76, Ln. 320, Sec. 1, Douzhong Rd., Meizhou Vil., Tianzhong Township, Changhua County 52046, Taiwan (R.O.C.)"
"60200208","寶島羽毛廠股份有限公司","PAO-DAO FEATHER WORKS CO., LTD.","彰化縣溪湖鎮東寮里員鹿路三段452巷7號","No. 7, Ln. 452, Sec. 3, Yuanlu Rd., Dongliao Vil., Xihu Township, Changhua County 51445, Taiwan (R.O.C.)"
"60200354","豬豬科技股份有限公司","ZUZU TECH CO., LTD.","臺中市西區精誠路122號4樓之1","4F.-1, No. 122, Jingcheng Rd., West Dist., Taichung City 40352, Taiwan (R.O.C.)"
"60200397","和鴻醫療器材有限公司","BRIGHT MEDICAL EQUIPMENT CO.","臺中市北屯區水湳里文心路三段447號4樓","4 F., No. 447, Sec. 3, Wenxin Rd., Shuinan Vil., Beitun Dist., Taichung City 406505, Taiwan (R.O.C.)"
"60200755","舞夏室內裝修設計股份有限公司","Woosha Design CO., LTD.","臺中市西區中興街199號4樓之2","4 F.-2, No. 199, Zhongxing St., West Dist., Taichung City 403022, Taiwan (R.O.C.)"
"60201023","京都物業股份有限公司","CHIE CHIE ENTERPRISE LTD.","臺中市大肚區瑞井里遊園路一段70巷111之3號","No. 111-3, Ln. 70, Sec. 1, Youyuan Rd., Ruijing Vil., Dadu Dist., Taichung City 432008, Taiwan (R.O.C.)"
"60201369","富海通實業有限公司","AQ ENTERPRISE LTD.","臺中市西屯區何福里寧夏路6號5樓之1","5F.-1, No. 6, Ningxia Rd., Hefu Vil., Xitun Dist., Taichung City 40750, Taiwan (R.O.C.)"
"60201380","瑞慶創客科技股份有限公司","RuiQing Maker Technology Co., Ltd.","臺中市中區綠川西街135號12樓之1","12 F.-1, No. 135, Luchuan W. St., Central Dist., Taichung City 400630, Taiwan (R.O.C.)"
"60201446","網銀國際影視股份有限公司","Wanin International Visual Enterprise, LTD.","臺中市西屯區市政北二路236號11樓之2","11 F.-2, No. 236, Shizheng N. 2nd Rd., Xitun Dist., Taichung City 407607, Taiwan (R.O.C.)"
"60201564","鉅溢機械有限公司","JU YI MACHINE CO., LTD.","臺中市豐原區東湳里國豐路二段257巷11號1樓","1 F., No. 11, Ln. 257, Sec. 2, Guofeng Rd., Dongnan Vil., Fengyuan Dist., Taichung City 42073, Taiwan (R.O.C.)"
"60201852","元禾企業有限公司","Yuan-He Water Co., Ltd.","臺中市南屯區文山三街129號6樓之2","6F.-2, No. 129, Wenshan 3rd St., Nantun Dist., Taichung City 40859, Taiwan (R.O.C.)"
"60202016","廣思通訊有限公司","QAMSTAR TECHNOLOGY CO., LTD.","臺中市西屯區市政北二路236號21樓之1","21 F.-1, No. 236, Shizheng N. 2nd Rd., Xitun Dist., Taichung City 407607, Taiwan (R.O.C.)"
"60202141","日冠企業有限公司","RI KUAN ENTERPRISE CO., LTD.","臺中市大甲區福德里順帆路124之13號","No. 124-13, Shunfan Rd., Fude Vil., Dajia Dist., Taichung City 43774, Taiwan (R.O.C.)"
"60202254","鴻揚寰宇股份有限公司","H.Y. Cosmos corporation","臺中市大雅區秀山路278號","No. 278, Xiushan Rd., Daya Dist., Taichung City 42878, Taiwan (R.O.C.)"
"60202326","阿波羅事業股份有限公司","Apollo aiot co.,ltd","臺中市南屯區豐樂里文心南三路673號1樓","1 F., No. 673, Wenxin S. 3rd Rd., Fengle Vil., Nantun Dist., Taichung City 408009, Taiwan (R.O.C.)"
"60202542","協成生化科技股份有限公司","SEI CHENG CHEMICAL CO., LTD.","彰化縣員林市振興里員水路一段257號","No. 257, Sec. 1, Yuanshui Rd., Zhenxing Vil., Yuanlin City, Changhua County 51061, Taiwan (R.O.C.)"
"60202634","瑞盛紙器有限公司","JUEI SUNG PAPER CO., LTD.","彰化縣大村鄉美港村美港路169號","No. 169, Meigang Rd., Dacun Township, Changhua County 51545, Taiwan (R.O.C.)"
"60202846","馥麗香股份有限公司","Beantouch Corporation","臺中市西屯區協和里工業區三二路68號3樓","3 F., No. 68, Gongyequ 3rd Rd., Xiehe Vil., Xitun Dist., Taichung City 407018, Taiwan (R.O.C.)"
"60202894","尚德國際實業有限公司","THUNDER PARTS INDUSTRY CO., LTD.","臺中市西屯區大信街66號5樓之3","5F.-3, No. 66, Daxin St., Xitun Dist., Taichung City 40746, Taiwan (R.O.C.)"
"60202992","晨陽實業有限公司","CHEN YANG ARCHITECTURE MODEL CO., LTD.","臺中市西屯區永安里安林路13之9號1樓","1 F., No. 13-9, Anlin Rd., Yong’an Vil., Xitun Dist., Taichung City 40762, Taiwan (R.O.C.)"
"60203444","良路設計有限公司","GOOZOO DESIGN CO., LTD.","臺中市西屯區逢甲里崇義街8號1樓","1 F., No. 8, Chongyi St., Fengjia Vil., Xitun Dist., Taichung City 40744, Taiwan (R.O.C.)"
"60203752","耿祥企業有限公司","KENG HSIANG ENTERPRISE CO., LTD.","彰化縣社頭鄉橋頭村媽祖廟街58巷10號","No. 10, Ln. 58, Mazumiao St., Shetou Township, Changhua County 51153, Taiwan (R.O.C.)"
"60203818","大通塗料有限公司","TA TUNG PAINT CO., LTD.","彰化縣埔心鄉東門村武聖路351巷12號","No. 12, Ln. 351, Wusheng Rd., Dongmen Vil., Puxin Township,  Changhua County 513008, Taiwan (R.O.C.)"
"60204062","亨德利國際有限公司","HENDRY INTERNATIONAL CO., LTD.","臺中市南屯區向心里南屯路二段235巷9弄50號1樓","1 F., No. 50, Aly. 9, Ln. 235, Sec. 2, Nantun Rd., Xiangxin Vil., Nantun Dist., Taichung City 40854, Taiwan (R.O.C.)"
"60204295","原聲科技有限公司","ACOUSTIC TECHNOLOGY CO., LTD.","臺中市潭子區家興里中山路一段15巷6號6樓之7","6 F.-7, No. 6, Ln. 15, Sec. 1, Zhongshan Rd., Jiaxing Vil., Tanzi Dist., Taichung City 427319, Taiwan (R.O.C.)"
"60204339","寶輝休閒開發股份有限公司","BAOHUEI LEISURE DEVELOPMENT CO., LTD.","臺中市南區城隍里忠孝路150號地下1樓、地上1至7樓","B1,1-7F., No. 150, Zhongxiao Rd., Chenghuang Vil., South Dist., Taichung City 402007, Taiwan (R.O.C.)"
"60204915","林氏王朝環球有限公司","LINS DYNASTY GLOBAL CO., LTD.","臺中市中區大誠街45號","No. 45, Dacheng St., Central Dist., Taichung City 40044, Taiwan (R.O.C.)"
"60205317","威晶國際企業有限公司","WE JING INTERNATIONAL CO., LTD.","臺中市西屯區上德里弘孝路19號3樓之3","3 F.-3, No. 19, Hongxiao Rd., Shangde Vil., Xitun Dist., Taichung City 407463, Taiwan (R.O.C.)"
"60205344","路加國際教育顧問有限公司","CANADAWAY EDUCATION CONSULTANTS INC.","臺中市潭子區勝利五街48號3樓","3 F., No. 48, Shengli 5th St., Tanzi Dist., Taichung City 427243, Taiwan (R.O.C.)"
"60205506","豐田鐵工廠","FONG TIAN IRON FACTORY","彰化縣埔心鄉瓦南村明聖路３段８３號","No. 83, Sec. 3, Mingsheng Rd., Puxin Township, Changhua County 51345, Taiwan (R.O.C.)"
"60205626","亞歐達生技股份有限公司","AORTA BIOTECHNOLOGY CO., LTD","臺中市北屯區北屯里太原路三段173之1號2樓","2 F., No. 173-1, Sec. 3, Taiyuan Rd., Beitun Vil., Beitun Dist., Taichung City 406023, Taiwan (R.O.C.)"
"60205816","萬程生醫股份有限公司","WANCHENG BIOMEDICAL CO., LTD.","新北市三重區新北大道1段123號11樓","11 F., No. 123, Sec. 1, New Taipei Blvd., Sanchong Dist., New Taipei City 24161, Taiwan (R.O.C.)"
"60206189","禾基貿易有限公司","HOCHEE INTERNATIONAL TRADING COMPANY.","臺中市西屯區港尾里中清路三段471號1樓","1 F., No. 471, Sec. 3, Zhongqing Rd., Gangwei Vil., Xitun Dist., Taichung City 40761, Taiwan (R.O.C.)"
"60206420","振旺機械貿易有限公司","Cheng Won Machinery Trading Company","臺中市北屯區軍功路二段252號4樓","4 F., No. 252, Sec. 2, Jungong Rd., Beitun Dist., Taichung City 40643, Taiwan (R.O.C.)"
"60206646","金瑛發機械工業股份有限公司","CHIN YING FA MECHANICAL IND. CO., LTD.","彰化縣埔心鄉員鹿路四段273號","No. 273, Sec. 4, Yuanlu Rd., Puxin Township, Changhua County 513002, Taiwan (R.O.C.)"
"60206694","明鎰興業股份有限公司","MING YIH OFFICE FURNITURE CO., LTD.","彰化縣大村鄉茄苳村茄苳路2段65巷2號","No. 2, Ln. 65, Sec. 2, Jiadong Rd., Dacun Township, Changhua County 51547, Taiwan (R.O.C.)"
"60206765","隆如工業股份有限公司","LOONG RU INDUSTRY CO., LTD.","彰化縣埔心鄉瓦北村柳橋東路311號","No. 311, Liuqiao E. Rd., Wabei Vil., Puxin Township,  Changhua County 513004, Taiwan (R.O.C.)"
"60206786","宏進羽毛廠股份有限公司","HONG CHIN FEATHER WORKS CO., LTD.","彰化縣溪湖鎮西寮里員鹿路4段100號","No. 100, Sec. 4, Yuanlu Rd., Xiliao Vil., Xihu Township, Changhua County 51445, Taiwan (R.O.C.)"
"60206821","歐榮國際有限公司","OU JUNG INTERNATIONAL, LTD.","臺中市西區忠明南路62號4樓之1","4F.-1, No. 62, Zhongming S. Rd., West Dist., Taichung City 40361, Taiwan (R.O.C.)"
"60206961","景昊企業有限公司","HILLAM TOOL CO., LTD.","臺中市西屯區朝馬路112號1樓","1 F., No. 112, Chaoma Rd., Xitun Dist., Taichung City 40755, Taiwan (R.O.C.)"
"60207053","畢格斯企業有限公司","BIGS CO., LTD.","彰化縣北斗鎮大道里中山路二段287巷22號","No. 22, Ln. 287, Sec. 2, Zhongshan Rd., Dadao Vil., Beidou Township, Changhua County 52143, Taiwan (R.O.C.)"
"60207286","昆建實業有限公司","KUN JIAN ENTERPRISE CO., LTD.","臺中市大里區立仁里二鄰甲堤十街27號1樓","1 F., No. 27, Jiati 10th St., 2nd Neighborhood, Liren Vil., Dali Dist., Taichung City 41242, Taiwan (R.O.C.)"
"60208004","完全燃燒形象整合有限公司","BURNOUT IMAGE INTEGRATION CO., LTD.","彰化縣彰化市彰美路一段254巷7號","No. 7, Ln. 254, Sec. 1, Zhangmei Rd., Changhua City, Changhua County 500022, Taiwan (R.O.C.)"
"60208118","芮暄國際興業有限公司","RUI HSUAN INTERNATIONAL CO., LTD.","彰化縣鹿港鎮街尾里新興街80號1樓","1 F., No. 80, Xinxing St., Jiewei Vil., Lukang Township, Changhua County 505026, Taiwan (R.O.C.)"
"60208145","台銧工業有限公司","THI-KUNG INDUSTRIAL LTD.","彰化縣員林市三和里大同路一段224巷61弄3號","No. 3, Aly. 61, Ln. 224, Sec. 1, Datong Rd., Sanhe Vil., Yuanlin City, Changhua County 51056, Taiwan (R.O.C.)"
"60208314","三和企業社","SAN HER PLASTIC CO.","彰化縣埔鹽鄉埔南村彰水路1段297號","No. 297, Sec. 1, Zhangshui Rd., Puyan Township, Changhua County 51642, Taiwan (R.O.C.)"
"60208659","天聚國際有限公司","IMEXPORTA CO., LTD.","臺中市西屯區國安二路179號21樓之7","21 F.-7, No. 179, Guo’an 2nd Rd., Xitun Dist., Taichung City 407001, Taiwan (R.O.C.)"
"60208911","克菱生技有限公司","KE LING BIOTECH LIMITED","臺中市龍井區遠東街81巷1之22號","No. 1-22, Ln. 81, Yuandong St., Longjing Dist., Taichung City 43449, Taiwan (R.O.C.)"
"60208932","迎弘醫療器材有限公司","YING HONG MEDICAL EQUIPMENT LTD.","臺中市太平區建國里建成街102巷7號1樓","1 F., No. 7, Ln. 102, Jiancheng St., Jianguo Vil., Taiping Dist., Taichung City 41167, Taiwan (R.O.C.)"
"60209307","祈琳國際事業有限公司","Kylin International Business Co., Ltd.","臺中市大里區立德里合信街107巷14號1樓","1 F., No. 14, Ln. 107, Hexin St., Lide Vil., Dali Dist., Taichung City 41247, Taiwan (R.O.C.)"
"60209593","喵星人國際股份有限公司","MEOW PLANET INTERNATIONAL CO., LTD.","臺中市南屯區惠中里文心路一段324號11樓之1","11 F.-1, No. 324, Sec. 1, Wenxin Rd., Huizhong Vil., Nantun Dist., Taichung City 408031, Taiwan (R.O.C.)"
"60209685","天福海洋資源股份有限公司","Makarios Ocean Resources Inc.","臺中市烏日區光明路159巷68弄20號1樓","1 F., No. 20, Aly. 68, Ln. 159, Guangming Rd., Wuri Dist., Taichung City 414015, Taiwan (R.O.C.)"
"60209756","諾爾特有限公司","NORDER COMPANY LIMITED","臺中市烏日區溪南路一段590號1樓","1 F., No. 590, Sec. 1, Xinan Rd., Wuri Dist., Taichung City 41464, Taiwan (R.O.C.)"
"60210091","全壘打實業有限公司","HO BOU NA ENTERPRISE CO., LTD.","臺中市太平區長億里長億東三街16號1樓","1 F., No. 16, Changyi E. 3rd St., Changyi Vil., Taiping Dist., Taichung City 41145, Taiwan (R.O.C.)"
"60210114","橘舍三食有限公司","Orange farmerlife CO., LTD.","苗栗縣卓蘭鎮西坪里西坪43之15號","No. 43-15, Xiping, Zhuolan Township, Miaoli County 369002, Taiwan (R.O.C.)"
"60210178","文正實業股份有限公司","WEN JIHN TEXTILE CO., LTD.","彰化縣社頭鄉社頭村員集路二段612巷71號","No. 71, Ln. 612, Sec. 2,  Yuanji Rd., Shetou Vil., Shetou Township,  Changhua County 511001, Taiwan (R.O.C.)"
"60210445","威承國際有限公司","WEICHAIN INTERNATIONAL CO., LTD.","臺中市南屯區豐樂里萬和路一段30之39號","No. 30-39, Sec. 1, Wanhe Rd., Fengle Vil., Nantun Dist., Taichung City 40877, Taiwan (R.O.C.)"
"60210661","味祖野股份有限公司","MISONO TAIWAN CO., LTD.","臺中市西區忠明里華美街466號3樓","3 F., No. 466, Huamei St., Zhongming Vil., West Dist., Taichung City 403024, Taiwan (R.O.C.)"
"60210992","大力企業社","WAKENSOCKS COMPANY","彰化縣社頭鄉泰安村山腳路３段６０號","No. 60, Sec. 3, Shanjiao Rd., Shetou Township, Changhua County 51149, Taiwan (R.O.C.)"
"60211155","日興彈簧工業社","JIH HSING SPRINGS CO.","彰化縣埔鹽鄉永平村番金路１２３號","No. 123, Fanjin Rd., Puyan Township, Changhua County 51644, Taiwan (R.O.C.)"
"60211248","法沃國際有限公司","FA WO INTERNATIONAL CO., LTD.","臺中市西屯區工業區九路10號1樓","1 F., No. 10, Gongyequ 9th Rd., Xitun Dist., Taichung City 40755, Taiwan (R.O.C.)"
"60211367","三威有限公司","THREE PRESTIGE CO., LTD.","臺中市太平區褔隆里東方二街18巷22號1樓","1 F., No. 22, Ln. 18, Dongfang 2nd St., Fulong Vil., Taiping Dist., Taichung City 41173, Taiwan (R.O.C.)"
"60211726","益富薄膜科技有限公司","E F FILM TECHNOLOGY CO., LTD.","臺中市南屯區大墩四街321號地下一層","No. 321, Dadun 4th St., Nantun Dist., Taichung City 40867, Taiwan (R.O.C.)"
"60211872","萬隆新材有限公司","WAN LONG NEW MATERIAL CO., LTD.","新北市林口區文化三路2段115巷48號","No. 48, Ln. 115, Sec. 2, Wenhua 3rd Rd., Linkou Dist., New Taipei City 24459, Taiwan (R.O.C.)"
"60212274","長虹藝品有限公司","RAINBOW BOUTIQUE INTERNATIONAL CO., LTD.","臺中市北屯區昌平路二段12之15巷20號","No. 20, Ln. 12---15, Sec. 2, Changping Rd., Beitun Dist., Taichung City 40673, Taiwan (R.O.C.)"
